"airportIATACode";"airportName";"airportICAOCode"
"GDN";"LECH WALESA";"EPGD"
"GDO";"Vare Maria";"SVGD"
"GDP";"Guadalupe";"SNGD"
"GDQ";"Gondar";"HAGN"
"GDT";"Grand Turk Island";"MBGT"
"GDV";"Dawson Community";"KGDV"
"GDW";"Gladwin";"KGDW"
"GDX";"SOKOL";"UHMM"
"GDZ";"Gelendzik";"URKG"
"GEA";"Magenta";"NWWM"
"GEB";"Gebe";"WAMJ"
"GEC";"Gecitkale";""
"GED";"Sussex County";"KGED"
"GEE";"George Town";"YGTO"
"GEF";"Geva Airstrip";"AGEV"
"GEG";"SPOKANE INTL";"KGEG"
"GEL";"Sepe Tiaraju";"SBNM"
"GEN";"Oslo - Gardermoen Airport";""
"GEO";"Cheddi Jagan International";"SYCJ"
"GER";"Rafael Cabrera";"MUNG"
"GES";"General Santos International";"RPWB"
"GET";"Geraldton";"YGEL"
"GEV";"Gallivare";"ESNG"
"GEW";"Gewoia";""
"GEX";"Geelong";"YGLG"
"GEY";"South Big Horn County";"KGEY"
"GFD";"Pope Field";""
"GFE";"Grenfell";""
"GFF";"Griffith";"YGTH"
"GFK";"GRAND FORKS";"KGFK"
"GFL";"Warren County";"KGFL"
"GFN";"Grafton";"YGFN"
"GFO";"Bartica";"SYBT"
"GFR";"Granville";"LFRF"
"GFY";"Grootfontein";"FYGF"
"GGC";"Lumbala";""
"GGD";"Gregory Downs";"YGDS"
"GGE";"Georgetown";"KGGE"
"GGG";"ggggg";"KGGG"
"GGL";"Gilgal";""
"GGM";"Kakamega";"HKKG"
"GGN";"Gagnoa";"DIGA"
"GGO";"Guiglo";"DIGL"
"GGR";"Garoe";""
"GGS";"Gobernador Gregores";"SAWR"
"GGT";"Exuma International";"MYEF"
"GGW";"International";"KGGW"
"GGZ";"Rail Station";""
"GHA";"Noumerate";"DAUG"
"GHB";"Governors Harbour";"MYEM"
"GHC";"Great Harbour";"MYBG"
"GHE";"Garachine";""
"GHF";"[Duplicate] Giebelstadt Army Air Field";"ETEU"
"GHM";"Municipal";"KGHM"
"GHN";"Guanghan";""
"GHT";"Ghat";"HLGT"
"GHU";"Gualeguaychu";"SAAG"
"GIB";"North Front";"LXGB"
"GIC";"Boigu Island";"YBOI"
"GID";"Gitega";""
"GIF";"Gilbert Field";"KGIF"
"GIG";"ANTONIO CARLOS JOBIM";"SBGL"
"GII";"Siguiri";"GUSI"
"GIL";"Gilgit";"OPGT"
"GIR";"Girardot";"SKGI"
"GIS";"Gisborne";"NZGS"
"GIT";"Geita";""
"GIU";"Sigiriya Slaf Base";"VCCS"
"GIY";"Giyani";"FAGI"
"GIZ";"Jazan";"OEGN"
"GJA";"Guanaja";"MHNJ"
"GJL";"Jijel";"DAAV"
"GJM";"Guajara-Mirim";"SBGM"
"GJR";"Gjogur";"BIGJ"
"GJT";"WALKER FL";"KGJT"
"GKA";"Goroka";"AYGA"
"GKD";"Gokceada";"LTFK"
"GKE";"Geilenkirchen";"ETNG"
"GKH";"Gorkha";"VNGK"
"GKK";"Kooddoo Airport";"VRMO"
"GKL";"Great Keppel Island";"YGKL"
"GKN";"Gulkana";"PAGK"
"GKT";"Gatlinburg";"KGKT"
"GLA";"GLASGOW";"EGPF"
"GLB";"San Calos Apache";""
"GLC";"Geladi";""
"GLD";"Renner Field";"KGLD"
"GLE";"Municipal";"KGLE"
"GLF";"Golfito";"MRGF"
"GLG";"Glengyle";"YGLE"
"GLH";"Greenville";"KGLH"
"GLI";"Glen Innes";"YGLI"
"GLK";"Galcaio";"HCMR"
"GLL";"Klanten Airport";"ENKL"
"GLM";"Glenormiston";"YGLO"
"GLN";"Goulimime";""
"GLO";"Gloucestershire";"EGBJ"
"GLP";"Gulgubip";""
"GLR";"Otsego County";"KGLR"
"GLS";"Scholes Field";"KGLS"
"GLT";"GLADSTONE AIRPORT";"YGLA"
"GLU";"Gelephu Airport";"VQGP"
"GLV";"Golovin";"PAGL"
"GLW";"Municipal";"KGLW"
"GLX";"Galela";"WAMA"
"GLZ";"Gilze-Rijen";"EHGR"
"GMA";"Gemena";"FZFK"
"GMB";"GAMBELA";"HAGM"
"GMD";"Ben Slimane";"GMMB"
"GME";"Gomel";"UMGG"
"GMI";"Gasmata Island";""
"GML";"Gostomel Airport";"UKKM"
"GMM";"Gamboma";"FCOG"
"GMN";"Greymouth";"NZGM"
"GMO";"Lawanti";"DNGO"
"GMP";"GIMPO INTERNATIONAL";"RKSS"
"GMR";"Gambier Island";"NTGJ"
"GMS";"Guimaraes";"SNGM"
"GMT";"Granite Mountain";"PAGZ"
"GMU";"Greenville Downtown";"KGMU"
"GMV";"Monument Valley";"UT25"
"GMZ";"La Gomera";"GCGM"
"GNA";"Grodna";"UMMG"
"GNB";"Grenoble-isere Airport (St Geoirs)";"LFLS"
"GND";"MAURICE BISHOP INTL";"TGPY"
"GNF";"Gansner Field";""
"GNG";"Gooding";""
"GNI";"Green Island";"RCGI"
"GNM";"Guanambi";"SNGI"
"GNN";"Ghinnir";"HAGH"
"GNR";"General Roca";"SAHR"
"GNS";"Binaka";"WIMB"
"GNT";"Milan";"KGNT"
"GNU";"Goodnews Bay";""
"GNV";"GAINESVILLE REGIONAL";"KGNV"
"GNY";"Guney Anadolu Projesi";"LTCH"
"GNZ";"Ghanzi";"FBGZ"
"GOA";"GENOVA";"LIMJ"
"GOB";"Goba";"HAGB"
"GOC";"Gora";""
"GOE";"Gonalia";""
"GOG";"Gobabis";"FYGB"
"GOH";"Nuuk";"BGGH"
"GOI";"Dabolim Airport";"VAGO"
"GOJ";"STRIGINO";"UWGG"
"GOK";"Guthrie";""
"GOL";"State";""
"GOM";"Goma";"FZNA"
"GON";"New London";"KGON"
"GOO";"Goondiwindi";"YGDI"
"GOP";"Gorakhpur";"VEGK"
"GOQ";"Golmud";"ZLGM"
"GOR";"Gore";"HAGR"
"GOT";"LANDVETTER";"ESGG"
"GOU";"Garoua";"FKKR"
"GOV";"Nhulunbuy";"YPGV"
"GOY";"Amparai";"VCCG"
"GOZ";"Gorna Oriahovitsa";"LBGO"
"GPA";"Araxos Airport";"LGRX"
"GPB";"Tancredo Thomaz Faria";"SSUW"
"GPD";"Mount Gordon Mine";""
"GPI";"Guapi";"SKGP"
"GPL";"Guapiles";"MRGP"
"GPN";"Garden Point";"YGPT"
"GPO";"General Pico";"SAZG"
"GPS";"Baltra";"SEGS"
"GPT";"BILOXI REGIONAL";"KGPT"
"GPZ";"Grand Rapids";"KGPZ"
"GQQ";"Galion";"KGQQ"
"GRB";"AUSTIN FIELD";"KGRB"
"GRC";"Grand Cess";""
"GRD";"Greenwood";"KGRD"
"GRE";"Municipal";"KGRE"
"GRF";"Gray AAF";"KGRF"
"GRG";"Gardez";""
"GRI";"Grand Island";"KGRI"
"GRJ";"GEORGE";"FAGG"
"GRK";"GRAY AAF";"KGRK"
"GRL";"Garasa";""
"GRM";"Devils Track";"KCKC"
"GRN";"Gordon";"KGRN"
"GRO";"Girona-Costa Brava";"LEGE"
"GRP";"Gurupi";"SWGI"
"GRQ";"GRONINGEN";"EHGG"
"GRR";"GERALD R FORD INTL";"KGRR"
"GRS";"Baccarini";"LIRS"
"GRT";"Gujrat";""
"GRU";"GOVERNADOR ANDRE FRANCO MONTORO";"SBGR"
"GRV";"Groznyj";"URMG"
"GRW";"Graciosa Island";"LPGR"
"GRX";"GRANADA";"LEGR"
"GRY";"Grimsey";"BIGR"
"GRZ";"THALERHOF";"LOWG"
"GSA";"Long Pasia";"WBKN"
"GSB";"Seymour Johnson AFB";"KGSB"
"GSC";"Gascoyne Junction";""
"GSE";"Gothenburg City Airport";"ESGP"
"GSH";"Goshen";""
"GSI";"Guadalcanal";"SOGS"
"GSJ";"Puerto San Jose";"MGSJ"
"GSL";"Taltheilei Narrows";""
"GSM";"Gheshm";""
"GSN";"Mount Gunson";"YMGN"
"GSO";"GREENSBORO";"KGSO"
"GSP";"SPARTANBURG";"KGSP"
"GSQ";"Shark Elowainat";"HEOW"
"GSR";"Gardo";"HCMG"
"GSS";"Sabi Sabi";"FASE"
"GST";"Gustavus Airport";"PAGS"
"GSU";"Gedaref";""
"GTA";"Gatokae Aerodrom";"AGOK"
"GTE";"Alyangula";"YGTE"
"GTF";"REAT FALLS INTL";"KGTF"
"GTG";"Municipal";"KGTG"
"GTI";"Guettin";"EDCG"
"GTK";"Sungei Tekai";""
"GTN";"Glentanner";"NZMC"
"GTO";"Tolotio";"WAMG"
"GTP";"Grants Pass";""
"GTR";"Golden Triangle Reg.";"KGTR"
"GTS";"Granites";"YGDW"
"GTT";"Georgetown";"YGTN"
"GTY";"Gettysburg";""
"GTZ";"Kirawira B";""
"GUA";"GUATEMALA";"MGGT"
"GUB";"Guerrero Negro";"MMGR"
"GUC";"GUNNISON";"KGUC"
"GUD";"Goundam";"GAGM"
"GUE";"Guriaso";""
"GUF";"Edwards";"KJKA"
"GUG";"Guari";""
"GUH";"Gunnedah";"YGDH"
"GUI";"Guiria";"SVGI"
"GUJ";"Guaratingueta";"SBGW"
"GUL";"Goulburn";"YGLB"
"GUM";"GUAM";"PGUM"
"GUO";"Gualaco";""
"GUP";"Senator Clark";"KGUP"
"GUQ";"Guanare";"SVGU"
"GUR";"Gurney";"AYGN"
"GUS";"Grissom AFB";"KGUS"
"GUT";"Guetersloh";"ETUO"
"GUU";"Grundarfjordur";"BIGF"
"GUV";"Mougulu";""
"GUW";"ATYRAU";"UATG"
"GUX";"Guna";"VAGN"
"GUY";"Guymon";"KGUY"
"GUZ";"Guarapari";"SNGA"
"GVA";"GENEVE INTERNATIONAL AIRPORT";"LSGG"
"GVE";"Municipal";""
"GVI";"Green River";""
"GVL";"Lee Gilmer Memorial";"KGVL"
"GVN";"May-Gatka";"UHKM"
"GVP";"Greenvale";"YGNV"
"GVR";"CORONEL ALTINO MACHADO DE OLIVEIRA";"SNGV"
"GVT";"Majors Field";"KGVT"
"GVX";"Sandviken";"ESSK"
"GWA";"Gwa";"VYGW"
"GWD";"Gwadar";"OPGD"
"GWE";"Gweru";"FVTL"
"GWL";"Gwalior";"VIGR"
"GWO";"Leflore";"KGWO"
"GWS";"Glenwood Springs";""
"GWT";"Westerland - Sylt";"EDXW"
"GWV";"Glendale";""
"GWY";"Carnmore";"EICM"
"GXF";"Seiyun";"OYSY"
"GXG";"Negage";"FNNG"
"GXH";"Gannan Xiahe Airport";"ZLXH"
"GXQ";"Ten. Vidal";"SCCY"
"GXX";"Yagoua";"FKKJ"
"GXY";"Weld County";"KGXY"
"GYA";"Guayaramerin";"SLGY"
"GYD";"Heydar Aliyev Intl";"UBBB"
"GYE";"GUAYAQUIL";"SEGU"
"GYG";"Magan Airport";"UEMM"
"GYI";"Gisenyi";"HRYG"
"GYL";"Argyle";"YARG"
"GYM";"Gen Jose M Yanez";"MMGM"
"GYN";"GOIANIA";"SBGO"
"GYP";"Gympie";"YGYM"
"GYR";"Litchfield";"KGYR"
"GYS";"Guang Yuan";"ZUGU"
"GYU";"Liupanshan";"ZLGY"
"GYY";"Gary/Chicago International";"KGYY"
"GZA";"Yasser Arafat International Airport";"LVGZ"
"GZI";"Ghazni";"OAGN"
"GZM";"Xewkija Heliport";"LMMG"
"GZO";"Gizo";"AGGN"
"GZP";"Gazipasa Airport";"LTFG"
"GZT";"OGUZELI";"LTAJ"
"GZW";"Qazvin Airport";"OIIK"
"HAA";"Hasvik";"ENHK"
"HAB";"Marion County";"KHAB"
"HAC";"Hachijo Jima";"RJTH"
"HAD";"Halmstad";"ESMT"
"HAF";"Half Moon";"KHAF"
"HAH";"PRINCE SAID IBRAHIM INTERNATIO";"FMCH"
"HAI";"Dr Haines";""
"HAJ";"HANNOVER";"EDDV"
"HAK";"HAIKOU";"ZJHK"
"HAL";"Halali";""
"HAM";"FUHLSBUETTEL";"EDDH"
"HAN";"HANOI";"VVNB"
"HAO";"Hamilton";"KHAO"
"HAQ";"Hanimaadhoo";"VRMH"
"HAR";"Capital City";"KCXY"
"HAS";"Hail";"OEHL"
"HAU";"KARMOY";"ENHD"
"HAV";"JOSE MARTI INTL";"MUHA"
"HAW";"Haverfordwest";"EGFE"
"HAY";"Haycock";""
"HAZ";"Hatzfeldthaven";""
"HBA";"HOBART AIRPORT";"YMHB"
"HBB";"Industrial Airpark";""
"HBD";"Habi";""
"HBE";"BORG EL ARAB";"HEBA"
"HBG";"The Hattiesburg-Bobby L. Chain Mun.";"KHBG"
"HBK";"Holbrook Municipal";""
"HBR";"Hobart";"KHBR"
"HBU";"Bulgan, Hovd";""
"HBX";"Hubli";"VAHB"
"HCA";"Howard County";""
"HCC";"Columbia County";""
"HCJ";"Hechi Jinchengjiang Airport";"ZGHC"
"HCM";"Eil";"HCME"
"HCN";"Hengchun";"RCKW"
"HCQ";"Halls Creek";"YHLC"
"HCR";"Holy Cross";"PAHC"
"HCW";"Cheraw";"KCQW"
"HDD";"Hyderabad";"OPKD"
"HDE";"Brewster Field";"KHDE"
"HDF";"Heringsdorf";"EDAH"
"HDG";"Handan";"ZBHD"
"HDH";"Dillingham Airfield";"PHDH"
"HDI";"Hardwick Field";"KHDI"
"HDM";"Hamadan";"OIHS"
"HDN";"YAMPA VALLEY";"KHDN"
"HDR";"Havadarya";"OIKP"
"HDS";"AFB";"FAHS"
"HDY";"Hat Yai";"VTSS"
"HEA";"Herat";"OAHR"
"HEB";"Henzada";""
"HED";"Herendeen";""
"HEE";"Thompson-Robbins";"KHEE"
"HEH";"Heho";"VYHH"
"HEI";"Heide-Buesum";"EDXB"
"HEK";"Heihe";"ZYHE"
"HEL";"VANTAA";"EFHK"
"HEM";"Helsinki-malmi";"EFHF"
"HEO";"Haelogo";""
"HER";"N. KAZANTZAKIS";"LGIR"
"HES";"State";"KHRI"
"HET";"Hohhot";"ZBHH"
"HEV";"Huelva";""
"HEW";"Athen Helenikon Airport";"LGAT"
"HEX";"Herrera Airport";"MDHE"
"HEZ";"Hardy-Anders";"KHEZ"
"HFA";"Haifa";"LLHA"
"HFD";"Brainard";"KHFD"
"HFE";"HEFEI";"ZSOF"
"HFF";"Mackall AAF";""
"HFN";"Hornafjordur";"BIHN"
"HFS";"Hagfors";"ESOH"
"HFT";"Hammerfest";"ENHF"
"HGA";"HARGEISA INTERNACIONAL";"HCMH"
"HGD";"Hughenden";"YHUG"
"HGE";"Higuerote Airport";"SVHG"
"HGH";"HANGZHOU";"ZSHC"
"HGI";"Paloich Airport, Heliport";"HSFA"
"HGL";"Helgoland";"EDXH"
"HGN";"Mae Hong Son";"VTCH"
"HGO";"Korhogo";"DIKO"
"HGR";"Wash. County Regional";"KHGR"
"HGS";"Hastings";"GFHA"
"HGU";"Kagamuga";"AYMH"
"HGZ";"Hogatza";""
"HHE";"Hachinohe";"RJSH"
"HHH";"Hilton Head";"KHXD"
"HHI";"Wheeler AFB";"PHHI"
"HHN";"HAHN";"EDFH"
"HHP";"Shun Tak Heliport";"VHST"
"HHQ";"Hua Hin Airport";"VTPH"
"HHR";"Hawthorne";"KHHR"
"HHZ";"Hikueru";"NTGH"
"HIA";"Lianshui";"ZSSH"
"HIB";"Chisholm";"KHIB"
"HID";"Horn Island";"YHID"
"HIE";"Regional";"KHIE"
"HIF";"Hill AFB";"KHIF"
"HIG";"Highbury";""
"HII";"Municipal";"KHII"
"HIJ";"HIROSHIMA INTL";"RJOA"
"HIL";"Shillavo";""
"HIM";"Hingurakgoda";"VCCH"
"HIN";"Sacheon";"RKPS"
"HIO";"Portland";"KHIO"
"HIP";"Headingly";"YHDY"
"HIR";"HENDERSON INTL";"AGGH"
"HIT";"Haivaro";""
"HIW";"Hiroshima West";"RJBH"
"HJJ";"Zhi Jiang";"ZGCJ"
"HJR";"Khajuraho";"VAKJ"
"HJT";"Khujirt";"ZMHU"
"HKA";"Municipal";"KHKA"
"HKB";"Healy Lake";"PAHV"
"HKD";"Hakodate";"RJCH"
"HKG";"HONG KONG";"VHHH"
"HKK";"Hokitika Airport";"NZHK"
"HKN";"Hoskins";"AYHK"
"HKS";"Hawkins Field";"KHKS"
"HKT";"PHUKET";"VTSP"
"HKV";"Haskovo";"LB14"
"HKY";"Hickory";"KHKY"
"HLA";"Lanseria";"FALA"
"HLB";"Hillenbrand";""
"HLC";"Hill City";"KHLC"
"HLD";"Hailar";"ZBLA"
"HLE";"St. Helena Airport";"FHSH"
"HLF";"Hultsfred - Vimmerby";"ESSF"
"HLG";"Ohio County";"KHLG"
"HLH";"Ulanhot";"ZBUL"
"HLI";"Hollister";"KCVH"
"HLJ";"Barysiai Airport";"EYSB"
"HLL";"Hillside";""
"HLM";"Park Township";"KHLM"
"HLN";"Helena";"KHLN"
"HLP";"Halim Perdana Kusuma";"WIIH"
"HLR";"Fort Hood AAF";"KHLR"
"HLS";"St Helens";"YSTH"
"HLT";"Hamilton";"YHML"
"HLU";"Houailou";""
"HLV";"Helenvale";""
"HLW";"Hluhluwe";""
"HLY";"Anglesey Airport";""
"HLZ";"Hamilton";"NZHN"
"HMA";"Khanty-Mansiysk";"USHH"
"HMB";"Mubarak International";"HEMK"
"HME";"Oued Irara Airport";"DAUH"
"HMG";"Hermannsburg";"YHMB"
"HMI";"Hami";"ZWHM"
"HMJ";"Khmelnitskiy";"UKLH"
"HMN";"Holloman AFB";"KHMN"
"HMO";"GENERAL PESQUEIR";"MMHO"
"HMR";"Hamar Airport";"ENHA"
"HMT";"Ryan Field";"KHMT"
"HMV";"Hemavan";"ESUT"
"HMY";"Seosan Air Base";"RKTP"
"HNA";"Hanamaki";"RJSI"
"HNB";"Municipal";""
"HNC";"Hatteras";"KHSE"
"HND";"Haneda Int'l Airport";"RJTT"
"HNE";"Tahneta Pass";""
"HNH";"Hoonah";"PAOH"
"HNI";"Heiweni";""
"HNL";"Honolulu International Airport";"PHNL"
"HNM";"Hana";"PHHN"
"HNN";"Honinabi";""
"HNS";"Municipal";"KHNS"
"HNY";"Hengyang";"ZGHY"
"HOA";"Hola";"HKHO"
"HOB";"LEA COUNTY";"KHOB"
"HOC";"Komako";""
"HOD";"Hodeidah Airport";"OYHD"
"HOE";"Houeisay";"VLHS"
"HOF";"Alahsa";"OEAH"
"HOG";"FRANK PAIS";"MUHG"
"HOH";"Hohenems-Dornbirn";"LOIH"
"HOI";"Hao Island";"NTTO"
"HOK";"Hooker Creek";"YHOO"
"HOM";"Homer";"PAHO"
"HON";"Howes";"KHON"
"HOO";"Nhon Co";""
"HOP";"Campbell AAF";"KHOP"
"HOQ";"Hof";"EDQM"
"HOR";"HORTA";"LPHR"
"HOS";"Oscar Reguera";"SAHC"
"HOT";"Memorial Field";"KHOT"
"HOU";"HOUSTON";"KHOU"
"HOV";"Hovden";"ENOV"
"HOX";"Homalin";"VYHL"
"HOY";"Hoy Island";""
"HPA";"Salote Pilolevu";"NFTL"
"HPB";"Hooper Bay";"PAHP"
"HPE";"Hope Vale";""
"HPG";"Shennongjia Hongping Airport";"ZHSN"
"HPH";"Catbi";"VVCI"
"HPN";"WESTCHESTER COUNTY";"KHPN"
"HPT";"Municipal";""
"HPV";"Princeville";""
"HPY";"Baytown Airport";"KHPY"
"HQM";"Bowerman";"KHQM"
"HRA";"Mansehra";""
"HRB";"HARBIN";"ZYHB"
"HRC";"Zhairem";""
"HRE";"HARARE";"FVHA"
"HRG";"HURGADAH AIRPORT";"HEGN"
"HRI";"Mattala Rajapaksa International Airport";"VCRI"
"HRJ";"Chaurjhari";""
"HRK";"OSNOVA INTL";"UKHH"
"HRL";"VALLEY INTL";"KHRL"
"HRM";"Tilrempt";"DAFH"
"HRO";"Boone County";"KHRO"
"HRR";"Herrera";""
"HRS";"Harrismith Airport";"FAHR"
"HRT";"Linton-On-Ouse";"KHRT"
"HRY";"Henbury";""
"HRZ";"Horizontina";""
"HSB";"Raleigh";""
"HSC";"Shaoguan";""
"HSG";"Saga";"RJFS"
"HSH";"Henderson Executive";"KHND"
"HSI";"Hastings";"KHSI"
"HSK";"Huesca-Pirineos";"LEHC"
"HSL";"Huslia";"PAHS"
"HSM";"Horsham";"YHSM"
"HSN";"Zhoushan";"ZSZS"
"HSP";"Ingalls Field";""
"HSS";"Hissar";"VIHR"
"HST";"AFB";"KHST"
"HSV";"HUNTSVILLE INTL APT";"KHSV"
"HSZ";"Hsinchu";"RCPO"
"HTA";"KADALA";"UIAA"
"HTG";"Hatanga";"UOHH"
"HTH";"Hawthorne";"KHTH"
"HTI";"HAMILTON ISLAND AIRPORT";"YBHM"
"HTL";"Roscommon County";"KHTL"
"HTM";"Khatgal";""
"HTN";"Hotan";"ZWTN"
"HTO";"East Hampton";"KHTO"
"HTR";"Hateruma";"RORH"
"HTS";"Tri-state/Milton";"KHTS"
"HTT";"Huatugou Airport";"ZLHX"
"HTU";"Hopetoun";"YHPN"
"HTV";"Huntsville";"KUTS"
"HTW";"Lawrence County Airpark";"KHTW"
"HTY";"HATAY AIRPORT";"LTDA"
"HTZ";"Hato Corozal";""
"HUA";"Redstone AAF";"KHUA"
"HUB";"Humbert River";"YHBR"
"HUC";"Humacao Airport";""
"HUD";"Humboldt";""
"HUE";"Humera";"HAHU"
"HUF";"Hulman Field";"KHUF"
"HUG";"Huehuetenango";"MGHT"
"HUH";"Huahine";"NTTH"
"HUI";"Phu Bai";"VVPB"
"HUJ";"Hugo";"KHHW"
"HUK";"Hukuntsi";""
"HUL";"International";"KHUL"
"HUM";"Terrebonne";"KHUM"
"HUN";"Hualien";"RCYU"
"HUO";"Holingol Huolinhe Airport";"ZBHZ"
"HUQ";"Houn";"HLON"
"HUS";"Municipal";"PAHU"
"HUT";"Hutchinson";"KHUT"
"HUU";"Huanuco";"SPNC"
"HUV";"Hudiksvall";"ESNH"
"HUW";"Humaita";"SWHT"
"HUX";"HUATULCO";"MMBT"
"HUY";"HUMBERSIDE";"EGNJ"
"HUZ";"Huizhou";""
"HVA";"Analalava";"FMNL"
"HVB";"HERVEY BAY AIRPORT";"YHBA"
"HVD";"Khovd";"ZMKD"
"HVE";"Intermediate";"KHVE"
"HVG";"Valan";"ENHV"
"HVK";"Holmavik";"BIHK"
"HVN";"NEW HAVEN";"KHVN"
"HVR";"City County";"KHVR"
"HVS";"Municipal";"KHVS"
"HWA";"Hawabango";""
"HWD";"Air Terminal";"KHWD"
"HWK";"Wilpena Pound";"YHAW"
"HWN";"Hwange Nat Park";"FVWN"
"HWO";"North Perry";"KHWO"
"HXD";"Delingha Airport";"ZLDL"
"HXX";"Hay";"YHAY"
"HYA";"Barnstable";"KHYA"
"HYC";"High Wycombe";"EGTB"
"HYD";"SHAMSSHAD";"VOHS"
"HYF";"Hayfields";""
"HYG";"Hydaburg Seaplane Base";"PAHY"
"HYN";"HUANGYAN";"ZSLQ"
"HYR";"Municipal";"KHYR"
"HYS";"HAYS MNPL";"KHYS"
"HYV";"Hyvinkaa";"EFHV"
"HZB";"Merville/Calonne";"LFQT"
"HZG";"Hanzhong";"ZLHZ"
"HZH";"Liping";"ZUNP"
"HZK";"Husavik";"BIHU"
"HZL";"Hazleton";"KHZL"
"HZP";"Horizon";"CYNR"
"HZV";"Hazyview";""
"IAA";"Igarka";"UOII"
"IAB";"Mcconnell AFB";"KIAB"
"IAD";"DULLES INTERNATIONAL";"KIAD"
"IAG";"International";"KIAG"
"IAH";"GEORGE BUSH INTERCONTINENTAL";"KIAH"
"IAM";"In Amenas";"DAUZ"
"IAN";"Bob Barker Memorial";"PAIK"
"IAO";"Sayak Airport";"RPNS"
"IAR";"Yaroslavl";"UUDL"
"IAS";"IASI";"LRIA"
"IBA";"Ibadan";"DNIB"
"IBB";"General Villamil";"SEII"
"IBE";"Ibague";"SKIB"
"IBI";"Iboki";""
"IBL";"Indigo Bay Lodge";""
"IBP";"Iberia";"SPBR"
"IBR";"Ibaraki";"RJAH"
"IBZ";"IBIZA";"LEIB"
"ICA";"Icabaru";"SVIC"
"ICC";"AndrÃ©s Miguel Salazar Marcano Airport";"SVIE"
"ICI";"Cicia";"NFCI"
"ICK";"Nieuw Nickerie";"SMNI"
"ICL";"Municipal";""
"ICN";"INCHON INTERNATIONAL";"RKSI"
"ICO";"Sicogon Island";""
"ICR";"Nicaro";""
"ICS";"Cascade";""
"ICT";"MID CONTINENT";"KICT"
"ICY";"Icy Bay";""
"IDA";"FANNING FLD";"KIDA"
"IDB";"Idre";"ESUE"
"IDF";"Idiofa";"FZCB"
"IDH";"Idaho County";"KGIC"
"IDI";"ndiana County Airport (Jimmy Stewart Field)";"KIDI"
"IDK";"Indulkana";"YIDK"
"IDN";"Indagen";""
"IDO";"Rio";"SWIY"
"IDP";"Independence";"KIDP"
"IDR";"Devi Ahilyabai Holkar";"VAID"
"IDY";"Ile d'Yeu";"LFEY"
"IEG";"Babimost";"EPZG"
"IEJ";"Iejima";"RORE"
"IES";"Riesa";"EDAU"
"IEV";"ZHULIANY INTL";"UKKK"
"IFA";"Iowa Falls";""
"IFF";"Iffley";"YIFY"
"IFH";"Hesa";"OIFE"
"IFJ";"Isafjordur";"BIIS"
"IFL";"Innisfail";"YIFL"
"IFN";"SHAHID BEHESHTI INTL";"OIFM"
"IFO";"Ivano-Frankovsk";"UKLI"
"IFP";"Laughlin Bullhead International";"KIFP"
"IFU";"Ifuru Airport";"VREI"
"IGA";"Inagua";"MYIG"
"IGB";"Ingeniero Jacobacci";"SAVJ"
"IGD";"Igdir";""
"IGE";"Iguela";""
"IGG";"Igiugig";"PAIG"
"IGH";"Ingham";"YIGM"
"IGL";"Cigli AB";"LTBL"
"IGM";"Kingman";"KIGM"
"IGN";"Maria Cristina";""
"IGO";"Chigorodo";"SKIG"
"IGR";"Cataratas";"SARI"
"IGS";"Ingolstadt-manching";"INGS"
"IGT";"Sleptsovskaya";"URMS"
"IGU";"IGUA¿O";"SBFI"
"IHC";"Inhaca";"FQIA"
"IHN";"Qishn";"OYQN"
"IHO";"Ihosy";"FMSI"
"IHR";"Iran Shahr";"OIZI"
"IHU";"Ihu";""
"IIA";"Inishmaan";"EIMN"
"IIL";"Ilaam";"OICI"
"IIS";"Nissan Island";""
"IJK";"Izhevsk";"USII"
"IJU";"J. Batista Bos Filho Airport";"SSIJ"
"IJX";"Municipal";"KIJX"
"IKA";"TEHRAN";"OIIE"
"IKB";"Wilkes County";"KUKF"
"IKI";"Iki";"RJDB"
"IKK";"Greater Kankakee";"KIKK"
"IKL";"Ikela";"FZGV"
"IKO";"Nikolski AFS";"PAKO"
"IKP";"Inkerman";"YIKM"
"IKS";"Tiksi";"UEST"
"IKT";"IRKUTSK";"UIII"
"IKU";"Issyk-Kul International Airport";"UAFL"
"ILA";"Illaga";"WABL"
"ILD";"LLEIDA AIGUAIRE";"LEDA"
"ILE";"Municipal";"KILE"
"ILF";"Ilford";"CZBD"
"ILG";"Greater Wilmington";"KILG"
"ILI";"Iliamna";"PAIL"
"ILK";"Ilaka";"FMMQ"
"ILL";"Willmar";""
"ILM";"NEW HANOVER";"KILM"
"ILN";"Clinton Field";"KILN"
"ILO";"Iloilo International";"RPVI"
"ILP";"Ile Des Pins";"NWEE"
"ILQ";"Ilo";"SPLO"
"ILR";"Ilorin";"DNIL"
"ILU";"Kilaguni";"HKKL"
"ILY";"Glenegedale";"EGPI"
"ILZ";"Zilina";"LZZI"
"IMA";"Iamalele";""
"IMB";"Imbaimadai";"SYIB"
"IMD";"Imonda";""
"IMF";"Municipal";"VEIM"
"IMG";"Inhaminga";""
"IMK";"Simikot";"VNST"
"IML";"Imperial";"KIML"
"IMM";"Immokalee";"KIMM"
"IMN";"Imane";""
"IMO";"Zemio";"FEFZ"
"IMP";"IMPERATRIZ";"SBIZ"
"IMT";"Ford";"KIMT"
"INA";"Inta";"UUYI"
"INB";"Independence";""
"INC";"YINCHUAN";"ZLIC"
"IND";"INDIANAPOLIS";"KIND"
